cancer_type	cancer_type_code	drug	gene	proximal_cancer_genes	label	type_alt	genomic_element	samples_mut_treatment	freq_t	samples_mut_control	freq_c	qvalue	log_qvalue	log2(odds_ratio)	significant	annotated	representative_mech	is_treatment_exclusive	is_TED	Literature	comment	is_subtype	found_in_subtype	is_target_treatment
Bladder urothelial carcinoma	BLCA	Platinum	RPH3AL		RPH3AL - Platinum (BLCA)	Del		1	0.013333333333333334	1	0.043478260869565216	0.8494100351719721	0.07088261243638284	-1.72762268466794	False	False	False	True	False			False	False	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	TTC28		TTC28 - Pyrimidine antagonist (BLCA)	Amp		1	0.014705882352941176	1	0.043478260869565216	0.8494100351719721	0.07088261243638284	-1.52251381254666	False	False	False	True	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	RPL21P122		TP53 - Platinum (COREAD-MSS)	Del		2	0.007434944237918215	1	0.023809523809523808	0.8549209561543409	0.06807403719335214	-1.6951672352828202	False	False	False	True	False			True	False	False
Breast carcinoma	BRCA	Alkaloid	GATA3		GATA3 - Alkaloid (BRCA)	coding mutations		7	0.14583333333333334	23	0.11442786069651742	0.8565880962816049	0.06722796514273432	0.4386631413026051	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Microtubule_inhibitor	PIK3CA		PIK3CA - Microtubule inhibitor (BRCA)	coding mutations		8	0.36363636363636365	58	0.2885572139303483	0.8565880962816049	0.06722796514273432	0.49555906716439796	False	False	False	False	False			False	True	False
Cervical carcinoma	CESC	Platinum	POLR2E		STK11 - Platinum (CESC)	Del		0	0.0	1	0.05555555555555555	0.8570380335086221	0.06699990459208127	0.0	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	MAP3K1		MAP3K1 - Aromatase inhibitor (BRCA)	coding mutations		39	0.11016949152542373	18	0.08955223880597014	0.85741656060805	0.06680813254542832	0.3376983672486873	False	False	False	False	False			False	True	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	FBXW7		FBXW7 - Pyrimidine antagonist (COREAD MSS)	coding mutations		39	0.12786885245901639	7	0.16666666666666666	0.85741656060805	0.06680813254542832	-0.4459854787936859	False	False	False	False	False			True	False	False
Lung adenocarcinoma	LUAD	Folate_antagonist	KRAS		KRAS - Folate antagonist (LUAD)	coding mutations		18	0.27692307692307694	7	0.19444444444444445	0.8578748050231846	0.06657608680721963	0.6668712212138028	False	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	RB1		RB1 - Aromatase inhibitor (BRCA ERpos)	coding mutations		11	0.03819444444444445	1	0.0125	0.8582869185472684	0.0663675066595454	1.6499299969078391	False	False	False	True	False			True	False	False
Breast carcinoma	BRCA	mTOR_inhibitor	MAP3K1		MAP3K1 - mTOR inhibitor (BRCA)	coding mutations		8	0.11940298507462686	18	0.08955223880597014	0.8582869185472684	0.0663675066595454	0.4888222821790132	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Platinum	FBXW7		FBXW7 - Platinum (COREAD)	coding mutations		32	0.11678832116788321	7	0.13725490196078433	0.8582869185472684	0.0663675066595454	-0.4208868088853111	False	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	RB1		RB1 - Selective ER modulator (BRCA ERpos)	coding mutations		12	0.036585365853658534	1	0.0125	0.8585494777297437	0.06623467163198156	1.5854433189362012	False	False	False	True	False			True	False	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	GPS2		GPS2 - Pyrimidine antagonist (BRCA)	coding mutations		6	0.020833333333333332	2	0.009950248756218905	0.8585494777297437	0.06623467163198156	1.0878396987471342	False	False	False	True	False			False	True	False
Lung adenocarcinoma	LUAD	Platinum	KRAS		KRAS - Platinum (LUAD)	coding mutations		19	0.2676056338028169	7	0.19444444444444445	0.8585494777297437	0.06623467163198156	0.5990666226604626	False	False	False	False	False			False	False	False
Skin melanoma	SKCM	Immunotherapy	KMT2B		KMT2B - Immunotherapy (SKCM)	coding mutations		9	0.20930232558139536	16	0.15384615384615385	0.8585494777297437	0.06623467163198156	0.4841146897074508	False	False	False	False	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	SYNPO		SYNPO - Platinum (COREAD-MSS)	Amp		2	0.007434944237918215	1	0.023809523809523808	0.8588180874471579	0.0660988175243632	-1.66066914779677	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ATP1B2		TP53 - Anti VEGF (COREAD-MSS)	Del		2	0.010416666666666666	1	0.023809523809523808	0.859159686707052	0.06592610903211002	-1.1712728317095802	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	RP11-626K17.5		RP11-626K17.5 - Anti VEGF (COREAD-MSS)	Amp		2	0.010416666666666666	1	0.023809523809523808	0.859159686707052	0.06592610903211002	-1.1712728317095802	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	TTC28		TTC28 - Topoisomerase inhibitor (COREAD-MSS)	Amp		1	0.007575757575757576	1	0.023809523809523808	0.859159686707052	0.06592610903211002	-1.6294938288778897	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	MRPS11P1		MRPS11P1 - Platinum (COREAD-MSS)	Amp		51	0.1895910780669145	5	0.11904761904761904	0.859159686707052	0.06592610903211002	0.7895820117821971	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	CCND2-AS1		CCND2-AS1 - Platinum (COREAD-MSS)	Amp		16	0.05947955390334572	1	0.023809523809523808	0.859159686707052	0.06592610903211002	1.3713599449978	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	RP11-729L2.2		SMAD4 - Anti VEGF (COREAD-MSS)	Del		20	0.10416666666666667	2	0.047619047619047616	0.859159686707052	0.06592610903211002	1.2133785355606101	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	RP11-626K17.5		RP11-626K17.5 - Anti VEGF (COREAD-MSS)	Amp		2	0.010416666666666666	1	0.023809523809523808	0.859159686707052	0.06592610903211002	-1.1712728317095802	False	False	False	True	False			True	False	False
Cholangiocarcinoma	CHOL	Platinum	TP53		TP53 - Platinum (CHOL)	coding mutations		6	0.46153846153846156	8	0.3076923076923077	0.8660492171970132	0.062457426516478926	0.8658622704286326	False	False	False	False	False			False	False	False
Cholangiocarcinoma	CHOL	Pyrimidine_antagonist	TP53		TP53 - Pyrimidine antagonist (CHOL)	coding mutations		6	0.46153846153846156	8	0.3076923076923077	0.8660492171970132	0.062457426516478926	0.8658622704286326	False	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	CDH1		CDH1 - Aromatase inhibitor (BRCA ERpos)	coding mutations		46	0.1597222222222222	10	0.125	0.8664535187953291	0.062254730205860975	0.4131374950945298	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_VEGF	PIK3CA		PIK3CA - Anti VEGF (BRCA ERpos)	coding mutations		9	0.36	36	0.45	0.8676648015932766	0.0616480201393766	-0.5384714405271229	False	False	False	False	False			True	False	False
Esophageal carcinoma	ESCA	Platinum	TP53		TP53 - Platinum (ESCA)	coding mutations		53	0.828125	74	0.8705882352941177	0.8676648015932766	0.0616480201393766	-0.4795199870627886	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Alkaloid	PTEN		PTEN - Alkaloid (BRCA)	coding mutations		4	0.08333333333333333	11	0.05472636815920398	0.8676648015932766	0.0616480201393766	0.6850568435335699	False	False	False	False	False			False	True	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	CDKN1A		CDKN1A - Pyrimidine antagonist (BLCA)	coding mutations		8	0.11764705882352941	4	0.17391304347826086	0.8676648015932766	0.0616480201393766	-0.6566869391092214	False	False	False	False	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	SMAD4		SMAD4 - Anti VEGF (COREAD MSS)	coding mutations		34	0.17708333333333334	5	0.11904761904761904	0.8676648015932766	0.0616480201393766	0.672113064425311	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Anti_HER2	SSBP4		SSBP4 - Anti HER2 (BRCA-HER2pos)	Amp		6	0.13636363636363635	1	0.05555555555555555	0.8690185972447672	0.06097092942664	1.487324079772	False	False	False	False	False			True	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	ZNF280D		ZNF280D - Anti AR  GnRH (PRAD)	Del		2	0.006172839506172839	2	0.013071895424836602	0.8715137992369059	0.0597257320364923	-1.09003125823288	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	GPS2		GPS2 - Aromatase inhibitor (BRCA)	coding mutations		7	0.01977401129943503	2	0.009950248756218905	0.8723130465667414	0.05932763204145674	1.010067823993022	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Taxane	MAP2K4		MAP2K4 - Taxane (BRCA)	coding mutations		16	0.043596730245231606	6	0.029850746268656716	0.8723130465667414	0.05932763204145674	0.5721274192878472	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Taxane	RB1		RB1 - Taxane (BRCA)	coding mutations		16	0.043596730245231606	6	0.029850746268656716	0.8723130465667414	0.05932763204145674	0.5721274192878472	False	False	False	True	False			False	True	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_HER2	PIK3CA		PIK3CA - Anti HER2 (BRCA ERpos)	coding mutations		6	0.6	36	0.45	0.8764644187656937	0.05726570997221295	0.8752558279461176	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Taxane	CDKN1B		CDKN1B - Taxane (BRCA)	coding mutations		8	0.021798365122615803	2	0.009950248756218905	0.8764644187656937	0.05726570997221295	1.1534575476955355	False	False	False	True	False			False	True	False
Uterus carcinoma	UCEC	Platinum	ARID1A		ARID1A - Platinum (UCEC)	coding mutations		5	0.3333333333333333	10	0.23809523809523808	0.8764644187656937	0.05726570997221295	0.6789733078541699	False	False	False	False	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	SMAD4		SMAD4 - Platinum (COREAD MSS)	coding mutations		46	0.17100371747211895	5	0.11904761904761904	0.8764644187656937	0.05726570997221295	0.6111321437365126	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Anti_AR__GnRH	LINC00964		LINC00964 - Anti AR  GnRH (BRCA-HER2pos)	Amp		3	0.3	4	0.2222222222222222	0.879169123843767	0.055927572608835296	0.5634786152215439	False	False	False	False	False			True	False	False
Esophageal carcinoma	ESCA	Pyrimidine_antagonist	TP53		TP53 - Pyrimidine antagonist (ESCA)	coding mutations		27	0.9310344827586207	74	0.8705882352941177	0.8796612229871641	0.055684552071364635	1.0055844948476804	False	False	False	False	False			False	False	False
Uterus carcinoma	UCEC	Taxane	PTEN		PTEN - Taxane (UCEC)	coding mutations		5	0.38461538461538464	12	0.2857142857142857	0.8796612229871641	0.055684552071364635	0.6447792192629533	False	False	False	False	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	AKT2		AKT2 - Anti VEGF (COREAD-MSS)	Amp		3	0.015625	1	0.023809523809523808	0.8802589314341821	0.05538955972224573	-0.582157685906696	False	False	False	True	False			True	False	False
Colorectal carcinoma	COREAD	Anti_VEGF	SMAD4		SMAD4 - Anti VEGF (COREAD)	coding mutations		35	0.1794871794871795	6	0.11764705882352941	0.8870068488226952	0.05207302684874606	0.5634444429712473	False	False	False	False	False			False	True	False
Prostate carcinoma	PRAD	Taxane	FLJ27365		FLJ27365 - Taxane (PRAD)	Del		4	0.017467248908296942	1	0.006535947712418301	0.8875731951034158	0.0517958220263928	1.44037163339189	False	False	False	True	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	STS		STS - Topoisomerase inhibitor (COREAD-MSS)	Del		2	0.015151515151515152	1	0.023809523809523808	0.8877950983852478	0.051687257091814286	-0.660572843712781	False	False	False	True	False			True	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	PIK3CA		PIK3CA - Selective ER modulator (BRCA)	Amp		29	0.0728643216080402	12	0.05970149253731343	0.888493819379085	0.05134558892665285	0.3072340749689961	False	False	False	False	False	10.1007/s10555-016-9637-x.		False	False	False
Uterus carcinoma	UCEC	Platinum	PTEN		PTEN - Platinum (UCEC)	coding mutations		6	0.4	12	0.2857142857142857	0.8898904553729086	0.05066345128221348	0.7378309516094594	False	False	False	False	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_EGFR	SOX9		SOX9 - Anti EGFR (COREAD MSS)	coding mutations		4	0.09302325581395349	6	0.14285714285714285	0.8898904553729086	0.05066345128221348	-0.6980972414469131	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkylating	KMT2C		KMT2C - Alkylating (BRCA ERpos)	coding mutations		28	0.10606060606060606	6	0.075	0.8909331835856179	0.05015486508563508	0.5501883353130991	False	False	False	False	False			True	False	False
Colorectal carcinoma	COREAD	Anti_EGFR	SOX9		SOX9 - Anti EGFR (COREAD)	coding mutations		4	0.09090909090909091	7	0.13725490196078433	0.8909331835856179	0.05015486508563508	-0.8048324122888932	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	KRAS		KRAS - Platinum (COREAD)	coding mutations		126	0.45985401459854014	24	0.47058823529411764	0.8909331835856179	0.05015486508563508	-0.3263500089409204	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	MAP3K1		MAP3K1 - Anthracycline (BRCA)	coding mutations		29	0.07493540051679587	18	0.08955223880597014	0.891007746818157	0.050118519997073535	-0.2783092222584496	False	False	False	False	False			False	True	False
Pancreas carcinoma	PAAD	Pyrimidine_antagonist	RP11-465M18.1		RP11-465M18.1 - Pyrimidine antagonist (PAAD)	Amp		1	0.045454545454545456	3	0.013761467889908258	0.894890703487582	0.0482300035341149	1.7592036909831699	False	False	False	True	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	SYNPO		SYNPO - Topoisomerase inhibitor (COREAD-MSS)	Amp		2	0.015151515151515152	1	0.023809523809523808	0.8962455947795258	0.04757296596028872	-0.626079693953114	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	PTEN		PTEN - Selective ER modulator (BRCA ERpos)	coding mutations		34	0.10365853658536585	6	0.075	0.9006914648833448	0.045423952690492264	0.5132924989739522	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	mTOR_inhibitor	GATA3		GATA3 - mTOR inhibitor (BRCA ERpos)	coding mutations		14	0.24561403508771928	16	0.2	0.9006914648833448	0.045423952690492264	0.3821975259553998	False	False	False	False	False			True	False	False
Lung adenocarcinoma	LUAD	Platinum	ARID1A		ARID1A - Platinum (LUAD)	coding mutations		10	0.14084507042253522	3	0.08333333333333333	0.9006914648833448	0.045423952690492264	0.8514221941917026	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	ARID1A		ARID1A - Topoisomerase inhibitor (COREAD)	coding mutations		10	0.07352941176470588	5	0.09803921568627451	0.9006914648833448	0.045423952690492264	-0.5944643172344024	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	SMAD4		SMAD4 - Pyrimidine antagonist (COREAD)	coding mutations		57	0.18152866242038215	6	0.11764705882352941	0.9006914648833448	0.045423952690492264	0.5878222451946821	False	False	False	False	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	ERBB2		ERBB2 - Aromatase inhibitor (BRCA ERpos)	coding mutations		14	0.04861111111111111	2	0.025	0.9007282247716804	0.045406228207126836	0.9954488661786832	False	False	False	True	False			True	False	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	ENSG00000141510_TP53		TP53 [splice sites] - Pyrimidine antagonist (BLCA)	non-coding mutation	splice_sites	10	0.14705882352941177	0	0.0	0.9018862038724488	0.04484825641370455	2.760158314543041	False	False	False	True	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Aromatase_inhibitor	MAP3K1		MAP3K1 - Aromatase inhibitor (BRCA ERpos)	coding mutations		32	0.1111111111111111	11	0.1375	0.9027562125361559	0.04442951418788466	-0.3490683752768791	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	MAP3K1		MAP3K1 - Selective ER modulator (BRCA ERpos)	coding mutations		36	0.10975609756097561	11	0.1375	0.9027562125361559	0.04442951418788466	-0.3689424105060672	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	AKT1		AKT1 - Aromatase inhibitor (BRCA)	coding mutations		19	0.05367231638418079	8	0.03980099502487562	0.9027562125361559	0.04442951418788466	0.4577311110819803	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	AC002451.1		AC002451.1 - Aromatase inhibitor (BRCA)	coding mutations		3	0.00847457627118644	0	0.0	0.9027562125361559	0.04442951418788466	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Aromatase_inhibitor	KRTAP5-7		KRTAP5-7 - Aromatase inhibitor (BRCA)	coding mutations		3	0.00847457627118644	0	0.0	0.9027562125361559	0.04442951418788466	11.709945380232494	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Taxane	AC002451.1		AC002451.1 - Taxane (BRCA)	coding mutations		3	0.008174386920980926	0	0.0	0.9027562125361559	0.04442951418788466	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Alkylating	AC002451.1		AC002451.1 - Alkylating (BRCA)	coding mutations		3	0.007792207792207792	0	0.0	0.9027562125361559	0.04442951418788466	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Anthracycline	TP53		TP53 - Anthracycline (BRCA)	coding mutations		180	0.46511627906976744	99	0.4925373134328358	0.9027562125361559	0.04442951418788466	-0.15695573504146362	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Anthracycline	AC002451.1		AC002451.1 - Anthracycline (BRCA)	coding mutations		3	0.007751937984496124	0	0.0	0.9027562125361559	0.04442951418788466	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	AKT1		AKT1 - Selective ER modulator (BRCA)	coding mutations		21	0.052763819095477386	8	0.03980099502487562	0.9027562125361559	0.04442951418788466	0.4312559308752456	False	False	False	True	False			False	True	False
